0,1,Participant_ID
-3.8066794e-08,2.5224004e-08,s01
-2.7519206e-10,3.168989e-08,s01
-4.176692e-08,-2.923965e-08,s01
1.604041e-08,-2.127774e-08,s01
2.3393943e-08,2.7384763e-08,s01
-8.14961e-09,-1.4367411e-08,s01
5.6091796e-08,1.02151596e-07,s01
-7.264465e-08,-7.902736e-08,s01
-7.8286654e-08,-9.815109e-09,s01
5.0957954e-08,8.752227e-08,s01
-3.7874926e-08,-1.4844367e-08,s01
-2.2636236e-08,-3.2604923e-09,s01
5.998898e-09,-7.699307e-09,s01
2.8374172e-08,3.3734068e-08,s01
6.533659e-08,-1.4638884e-08,s01
-2.9098794e-08,-2.818892e-08,s01
3.0171275e-08,3.7157807e-08,s01
4.308398e-08,1.7312948e-08,s01
7.3797493e-09,-2.6549563e-08,s01
1.6875017e-08,-2.000143e-09,s01
1.3817291e-08,-2.244532e-08,s01
9.288742e-09,-1.4461593e-08,s01
8.390881e-09,4.9855135e-08,s01
2.224261e-08,-9.598612e-08,s01
1.3861736e-08,-2.141431e-08,s01
-1.45446295e-08,2.981635e-08,s01
-4.5964676e-08,-5.9359593e-08,s01
1.30117295e-08,-4.2569797e-09,s01
3.1075878e-08,4.2907445e-08,s01
9.734072e-09,-1.621257e-08,s01
-8.3435845e-09,1.1120891e-09,s01
-1.3259819e-08,-1.9300296e-08,s01
1.3071348e-08,7.196797e-09,s01
-9.283189e-10,1.3667612e-08,s01
1.895038e-08,2.193694e-09,s01
-2.5245797e-08,-5.0757523e-09,s01
1.0147054e-08,-7.3623454e-09,s01
3.7158944e-08,-6.373744e-09,s01
8.017925e-09,1.1913844e-08,s01
-1.6103629e-08,1.7261654e-09,s01
4.3979675e-08,-9.159485e-09,s01
-1.0206234e-08,-8.069965e-08,s01
4.5670305e-08,5.2469435e-08,s01
4.371169e-09,1.7706231e-08,s01
-1.2365613e-08,-2.6465429e-08,s01
-4.1917737e-08,2.3508454e-08,s01
-3.5381813e-08,-3.2780555e-08,s01
2.8038373e-08,-4.954089e-09,s01
-1.1370631e-08,-1.027528e-08,s01
5.2940376e-08,3.7147256e-08,s01
1.9659298e-08,-6.021749e-08,s01
-6.3921517e-09,-5.642664e-09,s01
-8.124958e-08,3.967956e-08,s01
-5.7243717e-08,8.183103e-09,s01
-4.6815694e-09,-7.067589e-09,s01
1.5889482e-08,2.320688e-08,s01
-2.2090353e-08,-3.0808366e-08,s01
-1.37419764e-08,3.1721957e-08,s01
-5.0188227e-08,-2.9174446e-08,s01
-2.9085896e-09,-1.7283627e-08,s01
-5.4861697e-08,6.1102206e-08,s01
3.2152208e-08,4.233861e-08,s01
4.9360938e-09,4.038111e-08,s01
1.1073115e-08,-3.918334e-08,s01
-2.9800646e-08,5.889913e-10,s01
1.8175024e-08,2.869443e-09,s01
-1.0322306e-08,6.771142e-08,s01
-2.6103471e-08,-1.4342205e-09,s01
-2.8655833e-08,-1.621001e-10,s01
-5.3942998e-08,-2.527097e-08,s01
-2.4890367e-08,-4.3485517e-08,s01
8.949294e-09,2.9432072e-09,s01
2.1162574e-08,6.0458724e-08,s01
6.5370244e-08,3.324868e-08,s01
-3.3003467e-08,-4.7996856e-08,s01
2.186296e-08,-6.6061037e-09,s01
1.3204496e-08,-2.7341775e-08,s01
1.2865632e-08,1.2842677e-08,s01
1.3807524e-08,1.1843674e-08,s01
9.132455e-09,-1.9730042e-09,s01
1.4787626e-08,1.490119e-08,s01
-2.2411724e-08,7.2460278e-09,s01
